#1
double tab1(1008,9)
# Date
# DEG001_____PDT111_RUP_
# DEG001_____PT111__RUP_
# DEG001_____PT121__RUP_
# DEG001_____TT111__RUP_
# DEG001_____TT121__RUP_
# DEG001_____FT121__RUP_
# THA-RET. POS. VANNE DE BY-PASS DE DISTR. DN250 - CIF DEG001
# THA-RET. POS. VANNE DE BY-PASS DE DISTR. DN150 - CIF DEG001
0.0	1.7648	5.7768	3.9376	6.4345	9.2155	189.28	70.842	-0.37
600.0	1.76032	5.7686	3.9348	6.178	8.9785	176.95	74.506	-0.371
1200.0	1.7302400000000002	5.7484	3.944	6.1245	8.9345	174.14	76.14	-0.37
1800.0	1.7456	5.759	3.9396	5.207000000000002	8.4695	177.04	74.843	-0.37
2400.0	1.76688	5.7664	3.9272	5.5055	8.571	177.56	73.95100000000002	-0.37
3000.0	1.7766400000000002	5.7702	3.9222	6.028	8.684	172.0	75.737	-0.371
3600.0	1.7793599999999998	5.7748	3.923	6.2860000000000005	8.844	174.41	74.7	-0.37
4200.0	1.75872	5.763	3.9296	6.3705	8.995	175.37	74.893	-0.37
4800.0	1.7513599999999998	5.7594	3.9348	6.3915	9.106	176.82	74.928	-0.37
5400.0	1.76144	5.7606	3.9266	6.325	8.9805	170.49	76.67	-0.37
6000.0	1.78288	5.7738	3.9184	5.3665	8.234	158.0	79.947	-0.37
6600.0	1.7590400000000002	5.7584	3.9282	5.222	7.96	153.63	82.134	-0.371
7200.0	1.7713599999999998	5.7622	3.9188	5.4245	8.0965	152.09	82.60799999999998	-0.371
7800.0	1.75216	5.7522	3.9234	6.2965	8.7845	165.24	78.611	-0.371
8400.0	1.732	5.7364	3.9294	6.4245	9.11	176.2	75.169	-0.37
9000.0	1.72928	5.735	3.932	6.2375	8.905	169.48	77.837	-0.37
9600.0	1.7272	5.731	3.929	6.08	8.63	156.64	81.955	-0.371
10200.0	1.74544	5.74	3.9232	6.0315	8.4205	144.71	85.58200000000002	-0.3720000000000001
10800.0	1.7142400000000002	5.7224	3.9344	5.7735	8.2565	147.0	85.501	-0.37
11400.0	1.70416	5.7174	3.9396	5.146	8.1155	162.83	80.52199999999998	-0.371
12000.0	1.72256	5.7238	3.93	5.3679999999999986	8.076	152.83	83.50200000000002	-0.3720000000000001
12600.0	1.70592	5.7128	3.9326	5.7615	8.0355	138.85	88.928	-0.3720000000000001
13200.0	1.72368	5.7216	3.9254	6.1515	8.2815	134.34	90.317	-0.373
13800.0	1.6942400000000002	5.7034	3.9362	6.2445	8.6075	153.77	83.854	-0.371
