#1
double tab1(1585,12)
# Date
# DEG001_____TT111__RUP_
# DEG001_____TT121__RUP_
# THA-SONDE T° SORTIE COND. - CIF GF0002
# THA-SONDE T° SORTIE EVAP. VERS FROID - CIF GF0002
# PEM001_____TT200__RUP_
# PEM001_____TT201__RUP_
# DEG001_____FT121__RUP_
# GF0002_____FT121__RUP_
# Eau Glacée - Débit TFP1
# PEM001_____FQT200_RUP_
# THA-CENTRALE DE MESURES - PUISSANCE APPARENTE - CIF TGBT2_
0.0	280.48199999999997	282.14599999999996	297.945	279.93149999999997	296.005	297.95	115.475	138.2466666666667	42.336666666666666	857.24	493.2
600.0	280.493	282.2165	297.996	279.9645	296.006	297.9955	120.02222222222221	138.15555555555557	42.348333333333336	888.6	519.3
1200.0	280.008	282.0295	297.92049999999995	279.8995	296.0045	297.96	119.27777777777777	138.08888888888887	42.36666666666667	889.92	563.9
1800.0	281.279	282.3175	296.60799999999995	281.926	296.001	296.90299999999996	111.03888888888889	138.2888888888889	42.25833333333333	720.96	502.9
2400.0	280.8295	282.2145	297.248	280.8375	295.9955	297.209	113.32777777777778	138.40222222222224	42.31333333333333	860.52	507.1
3000.0	279.77799999999996	281.82099999999997	297.62149999999997	279.972	295.995	297.702	109.11666666666666	138.13555555555556	42.28333333333333	888.44	565.2
3600.0	279.64149999999995	281.6035	297.63	279.8295	296.0145	297.64799999999997	107.57499999999999	138.17111111111112	42.33166666666667	890.68	459.5
4200.0	279.98249999999996	282.0845	297.6475	280.145	296.05499999999995	297.67499999999995	116.71944444444443	138.26888888888888	42.26833333333333	881.68	531.2
4800.0	280.073	281.929	297.912	279.81399999999996	296.065	297.94399999999996	108.0	138.1977777777778	42.36666666666667	825.4	525.1
5400.0	280.4455	281.933	297.719	279.9575	296.065	297.804	107.23611111111111	138.25333333333333	42.31333333333333	886.76	484.4
6000.0	280.339	281.80899999999997	297.71349999999995	279.87449999999995	296.065	297.80499999999995	104.02777777777777	138.21555555555557	42.26833333333333	884.52	491.8
6600.0	280.29699999999997	281.631	297.56649999999996	279.90799999999996	296.065	297.6635	101.46944444444445	138.2711111111111	42.321666666666665	887.6	525.3
7200.0	280.3855	281.81449999999995	297.6065	279.99249999999995	296.0155	297.6585	104.53333333333333	138.32222222222222	42.33833333333333	886.0	537.3
7800.0	279.8315	281.7385	297.6155	279.93199999999996	296.01	297.69	108.22777777777777	138.1	42.343333333333334	886.04	490.1
8400.0	279.777	281.60949999999997	297.486	279.9495	296.01	297.60999999999996	101.83888888888889	138.3111111111111	42.30166666666667	887.24	524.2
9000.0	279.85999999999996	281.68149999999997	297.51849999999996	279.989	296.015	297.61699999999996	103.12777777777777	138.33777777777777	42.36833333333333	895.56	464.4
9600.0	279.717	281.5335	297.46999999999997	279.91949999999997	296.019	297.5915	97.83888888888889	138.28666666666666	42.4	897.12	526.6
10200.0	279.85699999999997	281.4625	297.46	279.90999999999997	296.015	297.4795	101.625	138.26444444444445	42.36166666666667	898.8	571.7
10800.0	279.952	281.53	297.41999999999996	279.9695	296.015	297.4565	98.89166666666667	138.1977777777778	42.32666666666667	895.56	457.7
11400.0	280.36749999999995	281.662	297.5605	279.924	296.015	297.57399999999996	100.78888888888888	138.20666666666665	42.276666666666664	902.12	575.3
12000.0	280.376	281.6825	297.51	280.00649999999996	296.0145	297.52299999999997	96.03333333333333	138.29333333333332	42.288333333333334	900.76	465.8
12600.0	280.3055	281.57099999999997	297.53499999999997	279.87149999999997	296.01349999999996	297.5155	93.08888888888889	138.2488888888889	42.295	900.72	519.4
13200.0	280.306	281.60299999999995	297.53	279.931	296.01	297.55499999999995	94.28611111111111	138.30444444444444	42.325	897.4	523.3
13800.0	280.45099999999996	281.7525	297.53499999999997	280.03299999999996	296.01	297.55499999999995	95.30555555555556	138.40222222222224	42.35333333333333	899.32	573.8
14400.0	280.41499999999996	281.75	297.53499999999997	280.007	296.01	297.55499999999995	98.39444444444445	138.21333333333334	42.276666666666664	897.96	547.1
15000.0	280.4905	281.8605	297.5755	280.03099999999995	295.9615	297.58599999999996	99.29166666666666	138.32	42.31333333333333	898.44	539.5
15600.0	280.45849999999996	281.87949999999995	297.59749999999997	280.03	295.955	297.635	99.3611111111111	138.28444444444443	42.31333333333333	895.72	550.3
16200.0	280.44149999999996	281.8785	297.6295	279.96049999999997	295.95099999999996	297.635	98.925	138.32888888888888	42.36	894.04	506.7
16800.0	280.35749999999996	281.82399999999996	297.599	279.9	295.9325	297.62	96.37777777777777	138.21555555555557	42.32	897.2	495.7
17400.0	280.4215	281.89099999999996	297.59	279.97249999999997	295.92999999999995	297.60499999999996	100.35277777777777	138.29111111111112	42.29333333333333	896.8	529.1
18000.0	279.866	281.62449999999995	297.4835	279.87649999999996	295.90549999999996	297.49899999999997	97.96666666666667	138.24222222222224	42.305	893.08	506.0
18600.0	279.8845	281.60749999999996	297.3805	279.92249999999996	295.8855	297.41499999999996	100.65555555555555	138.3177777777778	42.370000000000005	892.08	531.1
19200.0	280.4025	281.91799999999995	297.407	280.05499999999995	295.87	297.4495	104.27499999999999	138.10666666666668	42.28	894.28	498.0
19800.0	280.453	281.919	297.52	279.99899999999997	295.85999999999996	297.53099999999995	104.35277777777777	138.4311111111111	42.343333333333334	891.4	563.3
20400.0	280.332	281.87	297.568	279.969	295.8805	297.58	99.11666666666666	138.23999999999998	42.303333333333335	891.92	542.7
21000.0	279.71549999999996	281.4675	297.38899999999995	279.86499999999995	295.88	297.43699999999995	97.96666666666667	138.17777777777778	42.385000000000005	892.44	569.9
