#1
double tab1(1871,15)
# Date
# THA-SONDE T° ENT. SECOND. REJET CHAUD - CIF RJC001
# THA-SONDE T° SORTIE ECH. CHAUD N°2 - CIF RJC001
# THA-SONDE T° SORTIE SORTIE REJET CHAUD - CIF RJC001
# THA-MESURE DELTA T° ECH. CHAUD. N°1 - CIF RJC001
# Eau Chaude - Température entrée condenseurs TFP1
# Eau chaude - Température sortie condenseur TFP1
# DEC001_____TT511__RUP_
# DEC001_____TT521__RUP_
# PEM001_____TT200__RUP_
# PEM001_____TT201__RUP_
# THA-TRANSMETEUR DEBIT COMPT. NRJ REJET SEC - CIF RJC001
# Eau Chaude - Débit TFP1
# Eau chaude - Débit réseau (valeur OK)
# PEM001_____FQT200_RUP_
0.0	328.88199999999995	288.9085	288.94149999999996	276.7632	328.003	331.18399999999997	331.072	328.65999999999997	288.66499999999996	289.816	13.333333333333332	40.564166666666665	16.877777777777776	126.89999999999999
600.0	328.85999999999996	288.90599999999995	288.936	276.7632	328.133	331.548	331.47299999999996	328.68199999999996	288.66499999999996	289.82649999999995	12.055555555555555	40.854166666666664	17.075	125.37777777777778
1200.0	328.97999999999996	288.90749999999997	288.926	276.7629	328.32599999999996	332.066	331.97299999999996	328.75699999999995	288.66549999999995	289.84	12.305555555555554	40.99916666666667	17.683333333333334	127.98888888888888
1800.0	329.073	288.92749999999995	288.931	276.7602	328.231	332.28099999999995	332.118	328.916	288.66499999999996	289.852	14.11111111111111	40.041666666666664	17.33611111111111	129.64444444444445
2400.0	329.513	289.1275	288.9285	276.76014	328.28	333.294	333.205	329.431	288.66499999999996	289.945	20.52777777777778	40.64833333333333	17.62222222222222	125.57777777777777
3000.0	329.75199999999995	289.219	288.921	276.75948	328.10999999999996	333.22799999999995	333.17199999999997	329.52	288.67499999999995	290.09549999999996	24.02777777777778	40.09833333333332	17.48333333333333	125.64444444444445
3600.0	329.878	289.2355	288.9205	276.7584	328.17499999999995	332.899	332.88	329.68499999999995	288.69	290.15	24.47222222222222	40.04833333333333	16.802777777777777	125.16666666666667
4200.0	329.673	289.2355	288.9255	276.7584	327.94399999999996	331.969	332.145	329.366	288.69	290.15	23.166666666666668	40.0	16.91111111111111	126.66666666666666
4800.0	329.19	289.12449999999995	288.92449999999997	276.7584	327.965	331.441	331.25199999999995	328.76599999999996	288.68949999999995	290.09499999999997	16.444444444444446	40.28666666666667	16.891666666666666	125.82222222222221
5400.0	329.197	289.03499999999997	288.92199999999997	276.7584	328.352	331.63199999999995	331.60799999999995	329.00199999999995	288.68949999999995	289.9435	13.86111111111111	40.55583333333333	17.163888888888888	127.02222222222221
6000.0	329.215	289.041	288.9305	276.75876	328.174	331.70599999999996	331.679	328.921	288.68649999999997	289.92499999999995	15.416666666666666	40.3225	17.266666666666666	126.73333333333333
6600.0	329.21999999999997	289.09	288.93199999999996	276.75888	328.091	331.351	331.282	328.96299999999997	288.686	289.92499999999995	17.055555555555554	40.068333333333335	16.769444444444442	125.88888888888889
7200.0	329.06899999999996	289.0515	288.92699999999996	276.75899999999996	328.026	331.222	331.23499999999996	328.83399999999995	288.6835	289.919	15.36111111111111	39.69166666666666	16.51111111111111	125.27777777777777
7800.0	329.14	289.03499999999997	288.923	276.76007999999996	328.22799999999995	331.341	331.27	328.98699999999997	288.667	289.895	14.055555555555555	39.3925	15.75	126.25555555555555
8400.0	329.24899999999997	289.041	288.92499999999995	276.75899999999996	328.304	331.288	331.236	329.174	288.685	289.895	14.833333333333332	39.77749999999999	15.191666666666666	127.91111111111111
9000.0	329.339	289.11699999999996	288.9305	276.75899999999996	328.168	331.2	331.11199999999997	329.294	288.685	289.9215	17.166666666666664	39.405	14.130555555555555	126.25555555555555
9600.0	329.41999999999996	289.14849999999996	288.9495	276.75899999999996	328.20599999999996	331.472	331.411	329.551	288.685	289.9865	18.499999999999996	39.309999999999995	13.469444444444445	124.28888888888889
10200.0	329.707	289.2055	288.97549999999995	276.75899999999996	328.10499999999996	331.594	331.525	329.73699999999997	288.685	290.06649999999996	22.86111111111111	39.57	13.302777777777777	125.71111111111111
10800.0	329.506	289.215	288.974	276.75899999999996	328.029	331.38199999999995	331.381	329.498	288.685	290.09999999999997	21.138888888888886	40.6425	14.558333333333332	125.04444444444445
11400.0	329.43199999999996	289.16499999999996	288.9595	276.75521999999995	328.073	331.352	331.306	329.366	288.68449999999996	290.09549999999996	18.86111111111111	39.71166666666668	14.044444444444444	126.83333333333334
12000.0	329.37	289.14099999999996	288.96549999999996	276.7521	328.221	331.452	331.32099999999997	329.27099999999996	288.7305	290.039	17.166666666666664	39.9375	14.48611111111111	128.82222222222222
12600.0	329.29699999999997	289.135	288.97499999999997	276.75162	328.183	331.349	331.33899999999994	329.229	288.736	290.025	16.694444444444443	40.12333333333333	15.291666666666666	128.7
13200.0	329.11899999999997	289.135	288.979	276.75174	327.95599999999996	331.082	331.075	328.774	288.7355	290.025	15.972222222222221	40.2675	16.46388888888889	126.26666666666667
13800.0	328.876	289.108	288.99699999999996	276.7518	328.101	331.39099999999996	331.289	328.55999999999995	288.73499999999996	289.962	10.972222222222221	40.00833333333333	17.18888888888889	126.11111111111111
14400.0	328.792	289.0845	289.00399999999996	276.74886	328.10499999999996	331.423	331.365	328.428	288.779	289.91299999999995	9.972222222222221	39.817499999999995	17.369444444444444	124.46666666666665
15000.0	328.806	289.03499999999997	289.022	276.74814	328.174	331.542	331.45599999999996	328.46999999999997	288.78999999999996	289.895	9.61111111111111	39.50166666666668	17.302777777777777	127.63333333333334
