#1
double tab1(3743,14)
# Date
# DEC001_____TT511__RUP_
# DEC001_____TT521__RUP_
# DEG001_____TT111__RUP_
# DEG001_____TT121__RUP_
# Eau chaude - Débit réseau (valeur OK)
# Eau Chaude - Débit TFP1
# Eau Chaude - Température entrée condenseurs TFP1
# Eau chaude - Température sortie condenseur TFP1
# DEG001_____FT121__RUP_
# Eau Glacée - Débit TFP1
# Eau glacée - Température entrée évaporateur TFP1
# Eau glacée - Température sortie évaporateurs TFP1
# THA-PUISSANCE ACTIVE - CIF TGBT5
0.0	61.077	54.975	5.058	7.242000000000001	32.69166666666666	49.96333333333333	54.733	61.159	11.0	38.87166666666666	10.584	4.992	413.709
600.0	58.962	54.409	6.7275	7.9245	32.43888888888889	49.920833333333334	54.383	58.69300000000001	11.325000000000001	38.88333333333333	10.607	6.908	250.659
1200.0	58.993	53.947	6.4035	8.4145	31.549999999999997	49.974999999999994	53.82	59.245	11.430555555555555	38.86333333333333	10.8855	6.2065	360.402
1800.0	60.149	54.699	5.845	7.7845	31.627777777777776	49.959999999999994	54.555	60.216	11.758333333333333	38.971666666666664	10.7675	5.8175	369.642
2400.0	60.541	54.792	5.7135	7.784	31.241666666666667	49.992499999999986	54.762	60.68	11.980555555555556	38.77166666666667	10.7455	5.607	386.968
3000.0	61.045	55.021	5.5185	7.6105	31.005555555555556	50.085	54.974	61.12	11.855555555555556	38.864999999999995	10.706	5.4305	396.968
3600.0	60.012	55.05	6.2879999999999985	7.416	30.599999999999998	50.0425	55.177	59.40600000000001	11.275	39.068333333333335	9.8565	6.497000000000001	272.187
4200.0	53.344	52.235	8.2095	9.01	32.11388888888889	49.99833333333334	52.50899999999999	53.218	10.536111111111111	38.806666666666665	8.7395	8.3115	44.261
4800.0	55.117	52.341	8.032	9.0135	33.88055555555555	49.935833333333335	52.08600000000001	55.543	9.16111111111111	38.93833333333333	11.035	7.7425	201.073
5400.0	58.49800000000001	53.589	6.4460000000000015	7.8185	33.68611111111111	50.068333333333335	53.268	58.841	8.036111111111111	38.92333333333333	10.949000000000002	6.1825	378.911
6000.0	59.595	54.13800000000001	5.7	6.7845	33.91388888888889	50.00333333333333	53.854	59.477	7.875	38.806666666666665	10.679	5.742000000000001	323.803
6600.0	58.791	53.725	5.9605	7.4065	32.141666666666666	50.052499999999995	53.524	59.058	7.941666666666666	38.943333333333335	10.6665	5.74	361.369
7200.0	59.724	54.201	5.624	6.78	34.919444444444444	49.89	53.983	59.694	7.908333333333333	38.825	10.612	5.613	365.78
7800.0	59.36600000000001	53.267	5.205	6.6315	41.59444444444445	49.9625	52.887	59.379	8.036111111111111	38.92666666666666	10.59	5.0280000000000005	405.217
8400.0	59.125	52.71	4.6855	6.1915	43.18611111111111	49.870000000000005	52.358	59.127	7.969444444444445	38.93	10.5105	4.583	414.073
9000.0	58.782	52.128	4.521	5.9929999999999986	45.041666666666664	50.144999999999996	51.911	58.733	7.799999999999999	39.005	10.435	4.4595	411.185
9600.0	57.802	51.221	4.3575	5.8870000000000005	47.16666666666667	49.8675	50.911	57.857	7.888888888888888	38.845000000000006	10.419	4.2625	409.857
10200.0	59.348	53.54600000000001	4.3575	5.745	40.67777777777778	50.11416666666666	52.89100000000001	59.589	7.666666666666667	38.968333333333334	10.3645	4.3055	426.569
10800.0	60.463	54.097	4.404	5.831	40.016666666666666	49.90833333333333	53.572	60.497	7.786111111111111	38.79666666666667	10.380999999999998	4.3495	433.36800000000005
11400.0	60.567	54.361	4.4115	5.811	39.15	50.053333333333335	53.776	60.649	7.841666666666667	38.84833333333333	10.3965	4.346	434.327
12000.0	60.903	54.462	4.3575	5.792000000000002	39.772222222222226	50.03666666666667	53.903	60.93	7.655555555555555	38.721666666666664	10.407	4.2810000000000015	443.445
12600.0	60.924	54.254	4.2005	5.715	40.84166666666667	50.01166666666666	53.782	60.963	7.925	38.901666666666664	10.3715	4.1255	447.819
13200.0	60.933	54.413	4.115	5.604	39.92777777777778	50.015	53.812	61.01300000000001	7.841666666666667	38.99	10.3505	4.046	450.91
13800.0	61.181	54.808	4.242	5.6	38.125	50.105	54.199	61.249	7.699999999999999	38.885	10.34	4.1945	450.706
14400.0	58.897	54.327	6.0155	6.5185	36.025	49.9625	53.987	58.608	7.927777777777777	38.92666666666666	10.406	6.235	259.498
15000.0	58.706	54.392	6.405	7.2215	32.93888888888889	50.010833333333345	54.154	58.812	7.836111111111111	38.91166666666666	10.7105	6.395	259.263
15600.0	59.275	54.858	6.507999999999999	7.3265	31.961111111111112	49.992499999999986	54.717	59.365	7.847222222222222	38.96666666666667	10.7355	6.4505	262.03
16200.0	59.519	54.937	6.5155	7.3315	31.525	49.959166666666654	54.87300000000001	59.548	7.655555555555555	38.943333333333335	10.735	6.4615	262.941
16800.0	59.42	54.684	6.546	7.3515	31.166666666666668	49.91500000000001	54.687	59.416	7.561111111111111	39.029999999999994	10.7825	6.497000000000001	262.186
17400.0	59.033	54.33600000000001	6.622000000000001	7.4345	31.055555555555554	50.02333333333333	54.368	59.06	8.011111111111111	38.94	10.839	6.5515	260.356
18000.0	58.736	54.024	6.5805	7.5	33.1	49.97916666666667	53.931	58.775	7.769444444444444	38.95166666666667	10.8545	6.5175	290.613
18600.0	59.371	54.109	6.1	7.319	35.01944444444444	49.9325	53.776	59.487	7.699999999999999	38.725	10.8845	5.9305	367.84
19200.0	59.51600000000001	53.99800000000001	5.7875	7.059	36.43888888888889	49.97083333333333	53.665	59.548	8.094444444444445	38.906666666666666	10.833	5.6720000000000015	364.693
