#1
double tab1(4320,2)
0.0	-0.0
1800.0	-17242.225
3600.0	-14337.282
5400.0	-14606.421
7200.0	-14922.481
9000.0	-15057.316
10800.0	-14889.751
12600.0	-14659.063
14400.0	-14530.921
16200.0	-14385.304
18000.0	-13991.908
19800.0	-13557.724
21600.0	-13360.013
23400.0	-13131.156
25200.0	-12884.957
27000.0	-12634.356
28800.0	-12371.085
30600.0	-12100.91
32400.0	-11921.901
34200.0	-11738.319
36000.0	-11418.288
37800.0	-11068.718
39600.0	-10603.162
41400.0	-10110.607
43200.0	-9429.902
45000.0	-8710.182
46800.0	-8104.3525
48600.0	-7510.913
50400.0	-7693.97
52200.0	-7930.6533
54000.0	-8055.2783
55800.0	-8157.398
57600.0	-8208.204
59400.0	-8266.234
61200.0	-8321.948
63000.0	-8366.218
64800.0	-8446.171
66600.0	-8523.531
68400.0	-8331.955
70200.0	-8133.8135
72000.0	-8084.5884
73800.0	-8037.6694
75600.0	-8177.2383
77400.0	-8302.206
79200.0	-8513.864
81000.0	-8705.841
82800.0	-8849.068
84600.0	-8991.192
86400.0	-9089.388
88200.0	-9196.241
90000.0	-9304.399
91800.0	-9412.739
93600.0	-9840.925
95400.0	-10346.424
97200.0	-10604.438
99000.0	-10832.368
100800.0	-10864.982
102600.0	-10918.782
104400.0	-11047.637
106200.0	-11173.212
108000.0	-11322.375
109800.0	-11486.514
111600.0	-11986.28
113400.0	-12495.483
115200.0	-12470.875
117000.0	-12468.1875
118800.0	-12486.288
120600.0	-12429.881
122400.0	-12235.147
124200.0	-11997.171
126000.0	-11726.901
127800.0	-11411.011
129600.0	-10669.896
131400.0	-9638.896
133200.0	-8995.501
135000.0	-8665.277
136800.0	-8902.346
138600.0	-9277.625
140400.0	-9675.349
142200.0	-10050.426
144000.0	-10306.693
145800.0	-10560.131
147600.0	-11011.878
149400.0	-11425.908
151200.0	-11649.8545
153000.0	-11846.983
154800.0	-11997.538
156600.0	-12143.052
158400.0	-12251.328
160200.0	-12370.001
162000.0	-12606.426
163800.0	-12860.327
165600.0	-13078.216
167400.0	-13284.455
169200.0	-13373.55
171000.0	-13446.456
172800.0	-13691.093
174600.0	-13939.957
176400.0	-14140.719
178200.0	-14302.942
180000.0	-14358.18
181800.0	-14401.999
183600.0	-14471.3
185400.0	-14558.957
187200.0	-14884.323
189000.0	-15292.335
190800.0	-15485.541
192600.0	-15587.044
194400.0	-15478.149
196200.0	-15357.208
198000.0	-15406.471
199800.0	-15449.297
201600.0	-15362.191
203400.0	-15200.036
205200.0	-14825.238
207000.0	-14135.309
208800.0	-13081.078
210600.0	-11987.024
212400.0	-11017.818
214200.0	-10117.586
216000.0	-9428.182
217800.0	-8797.022
219600.0	-8463.63
221400.0	-8173.5596
223200.0	-8027.4053
225000.0	-8061.4854
226800.0	-8421.889
